nome,categoria,cidade,morada,telefone,rating,avaliacoes,tem_website,website_url
Taberna Fina,Restaurante,Gondomar,"Tv. Vila Cova 379, 4435-472 Rio Tinto, Portugal",22 400 1834,4.9,27,nao,
Tasca Do Zé,Restaurante,Porto,"R. do Cap. Pombeiro 250, 4250-372 Porto, Portugal",22 015 0342,4.9,52,nao,
Tasca do Nuno,Restaurante,Porto,"Rua de Fernandes Tomás 965, 4000-220 Porto, Portugal",913 993 450,4.5,132,nao,
Taberna O Barqueiro,Restaurante,Porto,"Rua de Miragaia 123, 4050-385 Porto, Portugal",934 441 240,4.9,134,nao,
Toca D'avenida,Restaurante,Porto,"Av. da França 84, 4050-275 Porto, Portugal",22 408 4902,4.6,238,nao,
Tasquinha São João Novo,Restaurante,Porto,"R. de São João Novo 56, 4400-555 Porto, Portugal",917 971 479,4.3,313,nao,
Restaurante Tasca 7 Vidas,Restaurante,Vila Nova de Gaia,"R. Agostinho Albano 163, 4400-354 Vila Nova de Gaia, Portugal",914 370 324,4.6,316,nao,
A Cozinha do Martinho,Restaurante,Porto,"Rua de Costa Cabral 2598, 4350 Porto, Portugal",919 595 316,4.4,430,nao,
Tasquinha Zé Povinho,Restaurante,Porto,"R. de Clemente Meneres nº36, 4050-201 Porto, Portugal",22 093 9355,4.7,711,nao,
O Ernesto,Restaurante,Porto,"Portugal, Rua da Picaria 85, 4000 Porto, Portugal",22 200 2600,4.3,747,nao,
Adega Rio Douro,Restaurante,Porto,"R. do Ouro 223, 4150-223 Porto, Portugal",22 617 0206,4.5,893,nao,
Taberna dos Fernandes,Restaurante,Porto,"R. da Fonte Taurina 70, 4050-553 Porto, Portugal",,4.8,1630,nao,
Casa Expresso,Restaurante,Porto,"Praça de Carlos Alberto 73, 4050-158 Porto, Portugal",22 200 5618,4.7,2043,nao,
Tasca da Badalhoca,Restaurante,Porto,"R. Dr. Alberto de Macedo 437, 4100-031 Porto, Portugal",22 618 5325,4.5,2888,nao,
Taberna 17,Restaurante,Espinho,"R. 62, 4500-361 Espinho, Portugal",,4.2,57,nao,
Holy Fries - Espinho,Restaurante,Espinho,"R. 12 782, 4500-258 Espinho, Portugal",22 243 1429,4.8,57,nao,
Ritual das Francesinhas,Restaurante,Espinho,"R. 33 410, 4500-807 Espinho, Portugal",964 816 020,4.8,182,nao,
Sabores do Gil Espinho,Restaurante,Espinho,"R. 30 nr 1117, 4500-302 Espinho, Portugal",910 180 518,4.3,210,nao,
Taberna Da Soninha,Restaurante,Espinho,"R. 31 723, 4500-305 Espinho, Portugal",914 389 217,4.4,241,nao,
Canastra,Restaurante,Espinho,"R. 16 42, 4500-242 Espinho, Portugal",22 734 0347,4.3,306,nao,
O Barraquinha,Restaurante,Espinho,"R. 41 141, 4500-586 Espinho, Portugal",967 201 770,4.7,428,nao,
Sabores da Fatinha,Restaurante,Espinho,"R. 39 255, 4500-166 Espinho, Portugal",937 317 925,4.9,435,nao,
Espinho 10,Restaurante,Espinho,"R. 2 1127, 4500-670 Espinho, Portugal",22 403 2412,4.4,509,nao,
Restaurante Tasca da Maria,Restaurante,Espinho,"R. 2 N° 1119, 4500-261 Espinho, Portugal",22 732 5061,4,768,nao,
Os Melinhos,Restaurante,Espinho,"R. 2 1269, 4500-261 Espinho, Portugal",22 019 3486,4.4,780,nao,
Uma Espécie de Tasco,Restaurante,Espinho,"R. 2 731, 4500-368 Espinho, Portugal",22 491 3229,4.2,822,nao,
Casa Locas,Restaurante,Espinho,"Av. 8 1481, 4500-350 Espinho, Portugal",919 832 084,4.4,991,nao,
A Fidalguinha de Espinho,Restaurante,Espinho,"Av. São João de Deus 1484, 4500-384 Espinho, Portugal",22 731 2036,4.5,1578,nao,
Centro de Estudos Nível Mais,Explicacoes,Porto,"R. do Barão de Forrester 849, 4050-582 Porto, Portugal",935 015 102,,0,nao,
Centro de Estudos,Explicacoes,Porto,"Rua da Venezuela 177, 4150-743 Porto, Portugal",,,0,nao,
Salas de Estudo,Explicacoes,Porto,"R. de Nossa Sra. de Fátima 432, 4050-426 Porto, Portugal",707 100 140,,0,nao,
ALTA_MENTE Centro Estudos,Explicacoes,Porto,"Rua de Costa Cabral 104, 4200-208 Porto, Portugal",22 319 5622,5,1,nao,
Pingu Explica,Explicacoes,Porto,"Galerias Mota Galiza, Rua de Júlio Dinis 247 piso 1 Loja 58, 4050-145 Porto, Portugal",919 805 380,5,2,nao,
Academia De Estudo Estudar E Facil,Explicacoes,Porto,"R. da Infanta Dona Maria 23, 4050-350 Porto, Portugal",966 121 380,5,3,nao,
Genius & Ingenium - Centro de Estudos,Explicacoes,Porto,"R. de Guerra Junqueiro 476, 4150-387 Porto, Portugal",22 600 8236,5,4,nao,
TaXplicado,Explicacoes,Porto,"Rua de Júlio Dinis 198 R/C, 4050-318 Porto, Portugal",,4.8,4,nao,
Sapiens-Centro De Apoio Pedagógico,Explicacoes,Porto,"R. Aurélia de Sousa 21, 4000-099 Porto, Portugal",936 411 219,5,6,nao,
Status - Centro Educativo,Explicacoes,Porto,"R. da Constituição 814 2ºand Sala 7, 4200-195 Porto, Portugal",933 142 096,5,7,nao,
Porto d'Estudo - Centro de Estudos,Explicacoes,Porto,"Av. do Bessa 248, 4100-012 Porto, Portugal",22 320 2619,4.5,13,nao,
Alfa Beta Zeta Centro de Estudo e Atividades Pedagógicas,Explicacoes,Porto,"Rua de Costa Cabral 270, 4200-210 Porto, Portugal",967 731 249,4.7,14,nao,
Centro de Estudos Raiz do Pensamento,Explicacoes,Porto,"R. do Covelo 209, 4200-238 Porto, Portugal",22 093 0090,4.8,14,nao,
NAS Centro de Explicações e Estudos,Explicacoes,Porto,"Rua de Oliveira Monteiro 92 110, 4050-442 Porto, Portugal",918 494 993,3.9,16,nao,
SALA DE ESTUDO,Explicacoes,Porto,"Via Particular, 4050-324 Porto, Portugal",917 650 602,5,20,nao,
"Titi Ju, Lda",Explicacoes,Vila Nova de Gaia,"R. Dom António Ferreira Gomes 273 1º Andar Sl.5, 4400-112 Vila Nova de Gaia, Portugal",22 371 0507,,0,nao,
Gaya - Centro de Explicações,Explicacoes,Vila Nova de Gaia,"R. de Pinto Mourão 107, 4430-253 Vila Nova de Gaia, Portugal",934 042 244,5,1,nao,
Centro De Estudos Arte Do Saber,Explicacoes,Vila Nova de Gaia,"R. José Mariani 108, 4400-138 Vila Nova de Gaia, Portugal",,5,1,nao,
Ativa a Mente,Explicacoes,Vila Nova de Gaia,"R. da Rasa 545, 4400-272 Vila Nova de Gaia, Portugal",933 639 067,5,1,nao,
Centro Explicações,Explicacoes,Vila Nova de Gaia,"Av. da República 1721, 4430-200 Vila Nova de Gaia, Portugal",,5,2,nao,
A Turma da Kuka - Sala de Estudo,Explicacoes,Vila Nova de Gaia,"R. do Marquês de Sá da Bandeira 384 2º Dto, 4400-217 Vila Nova de Gaia, Portugal",936 534 215,5,2,nao,
"Estudante Ativo, Centro de estudos e OTL",Explicacoes,Vila Nova de Gaia,"Rua do, R. Parque 1º Maio 137, 4430-166 Vila Nova de Gaia, Portugal",22 370 1766,4.7,3,nao,
Centro de Estudos e Explicações Ferreira - Gaia,Explicacoes,Vila Nova de Gaia,"R. de Angola, 4430-014 Vila Nova de Gaia, Portugal",939 288 831,4.3,6,nao,
QI Centro de Estudo,Explicacoes,Vila Nova de Gaia,"R. Sernandes 55, 4430-574 Vila Nova de Gaia, Portugal",918 794 387,5,7,nao,
Verde Menta A tua sala de estudos,Explicacoes,Vila Nova de Gaia,"R. Dom António Ferreira Gomes, 4430-999 Vila Nova de Gaia, Portugal",913 371 204,4.9,65,nao,
Letras e Caretas,Explicacoes,Matosinhos,"R. Conde Alto Mearim 490, 4450-028 Matosinhos, Portugal",22 938 0297,,0,nao,
Academia Morangos - Explicações do 1º ciclo ao Secundário,Explicacoes,Matosinhos,"R. Brito e Cunha 4450, 4450-208 Matosinhos, Portugal",916 922 637,5,1,nao,
Mente Viva,Explicacoes,Matosinhos,"R. da Barranha 405, 4460-292 Sra. da Hora, Portugal",923 540 731,5,1,nao,
Mathesis - Oficina de Explicações,Explicacoes,Matosinhos,"R. Mouzinho de Albuquerque 423 G, 4450-206 Matosinhos, Portugal",916 922 637,3,2,nao,
Centro Estudos Infantes & Talentos,Explicacoes,Matosinhos,"Rua de Alfredo Cunha 412, 4450-021 Matosinhos, Portugal",936 819 637,5,2,nao,
Génios de Palmo e Meio,Explicacoes,Matosinhos,"Rua de Alfredo Cunha 297 2 Piso, 4450-025 Matosinhos, Portugal",918 070 837,5,3,nao,
Vocábulos À Solta - Centro de Estudos,Explicacoes,Matosinhos,"R. Sendim 142 4450, 4450 Matosinhos, Portugal",913 760 240,4.2,5,nao,
Sala de Estudo Susana Lopes,Explicacoes,Matosinhos,"Rua de Alfredo Cunha 342 sala 3, 4450-021 Matosinhos, Portugal",915 478 181,5,7,nao,
Centro de estudos,Explicacoes,Matosinhos,"Rua de Alfredo Cunha 128, 4450-021 Matosinhos, Portugal",910 011 852,3.3,7,nao,
Centro de Estudos Engenho & Saber,Explicacoes,Matosinhos,"R. Bernardino Machado 11, 4460-261 Sra. da Hora, Portugal",22 491 4103,4.4,7,nao,
"Sala Mágica, Centro de Estudo",Explicacoes,Maia,"R. Beato Domingos Jorge 92, 4470-389 Maia, Portugal",912 832 687,,0,nao,
Maianima - Cooperativa Solidariedade Social e Cidadania Crl,Explicacoes,Maia,"R. Augusto Simões 1072, 4470-147 Maia, Portugal",22 097 3491,2,1,nao,
Academia Educativa Números e Letras Lda.,Explicacoes,Maia,"R. Padre Arnaldo Rebelo 93, 4470-249 Maia, Portugal",915 136 701,5,2,nao,
Caderno d’aulas,Explicacoes,Maia,"Av. D Manuel II 1646, 4470 Maia, Portugal",,5,4,nao,
Sala De Estudo Gota De Mel,Explicacoes,Maia,"R. Dom Nuno Álvares Pereira 43, Gueifães, 4470-098 Maia, Portugal",938 435 925,4.4,7,nao,
Arte do saber,Explicacoes,Maia,"Av. Vasco da Gama 152, 4470-383 Maia, Portugal",934 406 293,4.9,13,nao,
Kalkulus a Pensar,Explicacoes,Gondomar,"Av. 25 de Abril nº100 A Loja 5, 4420-355 Gondomar, Portugal",965 010 678,,0,nao,
Bébéu _ Raquel P. Neves,Explicacoes,Gondomar,"R. Dr. Francisco Sá Carneiro 151, 4420-130 Gondomar, Portugal",914 001 599,5,1,nao,
Centro Explicações,Explicacoes,Vila Nova de Gaia,"Av. da República 1721, 4430-200 Vila Nova de Gaia, Portugal",,5,2,nao,
100GIZ - SALA DE ESTUDO,Explicacoes,Valongo,"R. das Rosas 8, 4420-294 S. Cosme, Portugal",,5,4,nao,
Tic Tac,Explicacoes,Valongo,"Rua 25 de Abril, 115, 1º Drt Frente, 4420-356 S. Cosme, Portugal",910 091 490,4.8,4,nao,
Centro Comercial Mafavis Gondomar,Explicacoes,Gondomar,"Rua de Monte do Crasto 48, 4420-210 Gondomar, Portugal",,3,5,nao,
Explicações SA,Explicacoes,Gondomar,"R. de São Pedro 237, 4510-430 São Pedro da Cova, Portugal",914 745 880,4.9,8,nao,
Escola De Condução Gondomar Jovem,Explicacoes,Gondomar,"Av. Gen. Humberto Delgado 411, 4420-336 Gondomar, Portugal",916 803 465,4,27,nao,
"Degraus, Lda",Explicacoes,Gondomar,"R. Dr. Francisco Sá Carneiro 480, 4420-130 Gondomar, Portugal",22 493 2699,4.6,34,nao,
"Prova Dos Cem - Centro De Estudos, Lda.",Explicacoes,Valongo,"R. Dom Pedro IV 861, 4440-633 Valongo, Portugal",22 421 1703,3,2,nao,
Raiz da Sabedoria,Explicacoes,Valongo,"R. das Pereiras 659, 4440-452 Valongo, Portugal",938 425 989,5,12,nao,
Centro de Estudos Nível Mais,Explicacoes,Porto,"R. do Barão de Forrester 849, 4050-582 Porto, Portugal",935 015 102,,0,nao,
Sala de Estudo Costa Cabral,Explicacoes,Porto,"Rua de Costa Cabral 1976, 4200-229 Porto, Portugal",968 899 888,,0,nao,
Centro de Estudos,Explicacoes,Porto,"Rua da Venezuela 177, 4150-743 Porto, Portugal",,,0,nao,
PropósitArticulado,Explicacoes,Porto,"R. Matias de Albuquerque n.º 23, 4350-229 Porto, Portugal",,,0,nao,
Salas de Estudo,Explicacoes,Porto,"R. de Nossa Sra. de Fátima 432, 4050-426 Porto, Portugal",707 100 140,,0,nao,
Associação,Explicacoes,Porto,"R. do Cerco do Porto 33, 4300-118 Porto, Portugal",,,0,nao,
Centro de estudos Estádio do Saber,Explicacoes,Porto,"R. de O Primeiro de Janeiro 304, 4100-366 Porto, Portugal",,5,1,nao,
Academia De Estudo Estudar E Facil,Explicacoes,Porto,"R. da Infanta Dona Maria 23, 4050-350 Porto, Portugal",966 121 380,5,3,nao,
Genius & Ingenium - Centro de Estudos,Explicacoes,Porto,"R. de Guerra Junqueiro 476, 4150-387 Porto, Portugal",22 600 8236,5,4,nao,
Gestus Centro De Estudos,Explicacoes,Gondomar,"Av. Dom João I 13, 4435-220 Rio Tinto, Portugal",935 739 318,4.5,11,nao,
Porto d'Estudo - Centro de Estudos,Explicacoes,Porto,"Av. do Bessa 248, 4100-012 Porto, Portugal",22 320 2619,4.5,13,nao,
NADESP,Explicacoes,Porto,"R. Nova de São Crispim 121, 4000-364 Porto, Portugal",22 518 8723,4.7,14,nao,
NAS Centro de Explicações e Estudos,Explicacoes,Porto,"Rua de Oliveira Monteiro 92 110, 4050-442 Porto, Portugal",918 494 993,3.9,16,nao,
O Estudante - Centro de Estudos,Explicacoes,Gondomar,"R. Aquilino Ribeiro 283, 4435-110 Rio Tinto, Portugal",934 031 722,4.7,19,nao,
SALA DE ESTUDO,Explicacoes,Porto,"Via Particular, 4050-324 Porto, Portugal",917 650 602,5,20,nao,
Explicações de Matemática - Espinho - Somar e Andar,Explicacoes,Espinho,"R. 23, 4500-276 Espinho, Portugal",915 703 964,,0,nao,
Centro De Estudos Lição 23,Explicacoes,Espinho,"R. 23 855, 4500-279 Espinho, Portugal",928 027 981,,0,nao,
EXPLICAÇÕES LOW-COST - MATEMÁTICA,Explicacoes,Espinho,"4500-303 Espinho, Portugal",939 302 185,,0,nao,
Centro de Estudos Sem Negas,Explicacoes,Espinho,"R. 33 679, 4500-315 Espinho, Portugal",917 915 526,4,2,nao,
Centro de Estudos Tira Dúvidas,Explicacoes,Espinho,"Rua da Guimbra 661, 4500-130 Espinho, Portugal",,5,2,nao,
Café Capim,Pastelaria,Porto,"R. de Francos 7, 4250-192 Porto, Portugal",22 831 4420,4.6,109,nao,
Pastelaria Cana Doce,Pastelaria,Porto,"R. da Boavista 688, 4050-104 Porto, Portugal",,4.4,249,nao,
Confeitaria Royal,Pastelaria,Porto,"Rua dos Mártires da Liberdade 213, 4000 Porto, Portugal",22 200 4588,4.7,388,nao,
Calica,Pastelaria,Porto,"R. do Barão de Forrester 649, 4050-273 Porto, Portugal",22 205 5408,4.5,495,nao,
Confeitaria Aliança,Pastelaria,Porto,"R. de Cedofeita 87, 4050-178 Porto, Portugal",22 200 2292,4.5,634,nao,
D João IV Panificadora e Confeitaria,Pastelaria,Porto,"R. de Dom João IV 291, 4000-222 Porto, Portugal",22 325 7541,4.3,880,nao,
Padeirinha Doce,Pastelaria,Porto,"R. de Augusto Rosa 46, 4000-098 Porto, Portugal",22 332 4653,4.5,1437,nao,
Confeitaria Bella Roma,Pastelaria,Porto,"R. de Sampaio Bruno 19, 4000-440 Porto, Portugal",22 200 9086,4.4,1678,nao,
Molete,Pastelaria,Porto,"418, Av. de Rodrigues de Freitas 256, 4000-098 Porto, Portugal",22 322 2152,4.3,1992,nao,
Oporto Confeitaria,Pastelaria,Porto,"Rua da Alegria 2112, 4200-211 Porto, Portugal",22 502 0666,4.6,2297,nao,
Algo Mais coffee-break,Pastelaria,Vila Nova de Gaia,"Centro comercial Aviadores, R. do Marquês de Sá da Bandeira 323 Lj 55, 4400-217 Vila Nova de Gaia, Portugal",914 364 699,4.9,55,nao,
Confeitaria Sabores Tradicionais,Pastelaria,Vila Nova de Gaia,"R. Alexandre Herculano 149, 4400-335 Vila Nova de Gaia, Portugal",22 114 3290,4.6,68,nao,
Padaria Taboense,Pastelaria,Vila Nova de Gaia,"R. da Rasa 1013, 4430 Vila Nova de Gaia, Portugal",22 711 0012,4.6,96,nao,
Lua de Mel,Pastelaria,Vila Nova de Gaia,"Av. da República 292, 4430-148 Vila Nova de Gaia, Portugal",22 375 7376,4.4,125,nao,
Delícia de Gaia,Pastelaria,Vila Nova de Gaia,"R. do Marquês de Sá da Bandeira 399, 4400-217 Vila Nova de Gaia, Portugal",22 242 5659,4.4,127,nao,
Arte&Trigo Padaria e Confeitaria,Pastelaria,Vila Nova de Gaia,"R. José Falcão 19 21, 4400-192 Vila Nova de Gaia, Portugal",965 893 862,4.9,153,nao,
Maria Café,Pastelaria,Vila Nova de Gaia,"R. Nova Lisboa, 4405-730 Vila Nova de Gaia, Portugal",22 713 1688,4.6,188,nao,
Panificadora gaiense,Pastelaria,Vila Nova de Gaia,"4400-217, R. do Marquês de Sá da Bandeira 461, 4430-999 Vila Nova de Gaia, Portugal",22 375 5464,4.1,191,nao,
Panificadora e Confeitaria Gaiapão Sa,Pastelaria,Vila Nova de Gaia,"R. Cavada Velha 40, 4430-123 Vila Nova de Gaia, Portugal",22 371 2759,3.9,282,nao,
Trigo Doce,Pastelaria,Vila Nova de Gaia,"Av. da República 383, 4430-646 Vila Nova de Gaia, Portugal",22 375 0573,4.5,297,nao,
Padaria Praça da Índia,Pastelaria,Vila Nova de Gaia,"R. Prof. Manuel Pires Veloso 35 Loja 3 F, 4400-176 Vila Nova de Gaia, Portugal",22 376 0322,4.6,301,nao,
Gaiapão D'avenida,Pastelaria,Vila Nova de Gaia,"Av. da República 915, 4430-047 Vila Nova de Gaia, Portugal",22 410 3833,4.2,332,nao,
Gostos d' Arrábida,Pastelaria,Vila Nova de Gaia,"R. Fábrica da Lã 216 218, 4400-706 Vila Nova de Gaia, Portugal",22 403 6301,4.5,461,nao,
A loja dos Pastéis de Chaves,Pastelaria,Vila Nova de Gaia,"R. de Álvares Cabral 161, 4430-999 Vila Nova de Gaia, Portugal",22 326 1815,4.4,498,nao,
Pastelaria Candalita 2,Pastelaria,Vila Nova de Gaia,"R. Padre Manuel Romero Vila 9, 4400-000 Vila Nova de Gaia, Portugal",22 772 0515,4.4,530,nao,
Pãodemia,Pastelaria,Vila Nova de Gaia,"R. 1.º de Maio 17, 4430-646 Vila Nova de Gaia, Portugal",,4.2,555,nao,
Confeitaria Novagaia,Pastelaria,Vila Nova de Gaia,"Av. da República 468, 4430-189 Vila Nova de Gaia, Portugal",22 379 8854,4.3,911,nao,
O Pão de Leite,Pastelaria,Matosinhos,"R. Godinho 674, 4450-034 Matosinhos, Portugal",916 785 805,4.8,37,nao,
CaféIndi,Pastelaria,Matosinhos,"Av. Xanana Gusmão 405, 4460-840 Matosinhos, Portugal",22 110 1050,4.9,54,nao,
NOT SO VEGAN just delicious,Pastelaria,Matosinhos,"Av. Comendador Ferreira de Matos 615, 4450-013 Matosinhos, Portugal",915 975 321,4.9,83,nao,
Grão de Café,Pastelaria,Matosinhos,"Av. da República 595, 4450-242 Matosinhos, Portugal",22 328 1752,4.4,83,nao,
O Forno,Pastelaria,Matosinhos,"R. São Roque 2, 4450-266 Matosinhos, Portugal",22 013 4367,4.1,88,nao,
Lucky Cake - Confeitaria Artística,Pastelaria,Matosinhos,"Av. Serpa Pinto 236, 4450-718 Matosinhos, Portugal",22 938 1668,4.7,96,nao,
Ao Virar d` Esquina - Cafetaria,Pastelaria,Matosinhos,"R. Afonso Cordeiro 592, 4450-004 Matosinhos, Portugal",912 849 361,4.6,106,nao,
Panificadora Central de Matosinhos,Pastelaria,Matosinhos,"R. Conde São Salvador 319, 4450-266 Matosinhos, Portugal",22 938 0112,4.5,113,nao,
D’ Alma Artesanal - Matosinhos,Pastelaria,Matosinhos,"R. Sousa Aroso 655, 4450-121 Matosinhos, Portugal",22 010 3005,4.1,114,nao,
Padaria Primeiro de Maio,Pastelaria,Matosinhos,"R. Roberto Ivens 677, 4450-149 Matosinhos, Portugal",22 938 0261,4.6,125,nao,
New Wave Pastelaria Boutique de Pão,Pastelaria,Matosinhos,"Av. Dom Afonso Henriques 1067, 4450-016 Matosinhos, Portugal",22 938 4929,4,166,nao,
Confeitaria Primeira Classe,Pastelaria,Matosinhos,"Padrão da Légua, R. de São Gens 3211, 4460-282 Matosinhos, Portugal",22 319 8106,4.3,544,nao,
Confeitaria Ferreira,Pastelaria,Matosinhos,"Rua de Brito Capelo 421, 4450-074 Matosinhos, Portugal",22 938 0273,4.5,594,nao,
Capricho Doce,Pastelaria,Matosinhos,"Av. Comendador Ferreira de Matos 29, 4450-122 Matosinhos, Portugal",22 937 6782,4.5,667,nao,
Maurícia,Pastelaria,Matosinhos,"Rua de Brito Capelo 907, 4450-076 Matosinhos, Portugal",22 938 0236,4.5,1042,nao,
Pérola do Atlântico,Pastelaria,Matosinhos,"R. Roberto Ivens 941, 4450-077 Matosinhos, Portugal",22 494 9537,4.3,1067,nao,
MixPão Matosinhos - O Croissant de Portugal,Pastelaria,Matosinhos,"Praceta Manuel Carlos Seabra Monteiro 51, 4450-100 Matosinhos, Portugal",926 932 696,4.2,1839,nao,
"Confeitaria Brilhante - Meio Doce - Confeitaria, Lda",Pastelaria,Maia,"Praça de Almada Negreiros 8, 4470-149 Maia, Portugal",22 948 6956,4.6,9,nao,
A FÁBRICA D'ALMA ARTESANAL,Pastelaria,Maia,"R. Nova do Souto 188, 4470-205 Maia, Portugal",22 010 3001,4.3,20,nao,
Confeitaria Miramaia - Prato do dia,Pastelaria,Maia,"Av. Visc. de Barreiros, 4470-202 Maia, Portugal",22 944 9918,2.9,35,nao,
Pastelaria Leveza Genial,Pastelaria,Maia,"R. Fernando de Almeida 73, 4470-290 Maia, Portugal",22 405 1786,4.8,36,nao,
Doçura da Maia,Pastelaria,Maia,"R. da Lage 428, 4470-320 Maia, Portugal",22 948 6265,4.4,140,nao,
Essência dos Altos,Pastelaria,Maia,"R. Armindo Nogueira da Costa 31, 4470-235 Maia, Portugal",22 491 5411,4.3,196,nao,
Nobre Pão,Pastelaria,Maia,"R. Luciano da Silva Barros, 4470-193 Maia, Portugal",22 948 5830,3.9,272,nao,
Budeguita,Pastelaria,Maia,"R. Fernando de Almeida 107, 4470-288 Maia, Portugal",22 942 6179,4.6,368,nao,
Doce Maia Gourmet,Pastelaria,Maia,"Tv. Sá e Melo 552, 4470-116 Maia, Portugal",22 942 3020,4.1,845,nao,
Confeitaria Bela Maia,Pastelaria,Maia,"R. Padre António 348, 4470-136 Maia, Portugal",22 942 6105,4.1,882,nao,
D’ ALMA ARTESANAL Maia,Pastelaria,Maia,"R. Santa Casa da Misericórdia 76, 4470-462 Maia, Portugal",22 010 3000,4.3,1051,nao,
Café Maia VIP,Pastelaria,Maia,"Av. de Altino Coelho 125A, 4470-022 Maia, Portugal",22 948 3952,4,1257,nao,
Vermoinho 2,Pastelaria,Maia,"Av. de Altino Coelho 40, 4470-288 Maia, Portugal",22 941 9365,4.2,1456,nao,
DOM PORTO,Pastelaria,Valongo,"R. Eng. Adelino Amaro da Costa 741 r/c, 4420-004 S. Cosme, Portugal",916 353 601,4.9,12,nao,
Confeitaria Avenida,Pastelaria,Valongo,"Av. 25 de Abril 144, 4420-356 S. Cosme, Portugal",,4.5,40,nao,
Beta Coffee & Cake,Pastelaria,Gondomar,"Estr. da Circunvalação 3854, 4435-236 Rio Tinto, Portugal",917 043 702,4.8,40,nao,
Pão Quente O Zé Pacheco,Pastelaria,Gondomar,"R. Nogueira 81, 4510-610 Fânzeres, Portugal",22 483 1887,4.6,45,nao,
Padaria Alto da Serra - Indústria de Panificação Lda,Pastelaria,Gondomar,"Rua Cimo Serra 414 R/ch, 4420-084 Gondomar, Portugal",22 466 3840,4.2,48,nao,
Sítio dos Croissants,Pastelaria,Valongo,"Gondomar PT, Praceta Henrique Santana 206, 4420-161 S. Cosme, Portugal",22 017 4767,4.5,163,nao,
O Bijou da Praceta,Pastelaria,Gondomar,"Praceta das Areias 88, 4435-111 Rio Tinto, Portugal",22 488 1520,4.3,166,nao,
Pão Quente São Cosme,Pastelaria,Valongo,"R. Novais Cunha 369, 4420-223 S. Cosme, Portugal",22 971 0337,4.7,212,nao,
Confeitarias Arantes,Pastelaria,Gondomar,"Estr. Dom Miguel 1872, 4510-243 Gondomar, Portugal",22 245 6794,4,230,nao,
Padaria São Roque,Pastelaria,Gondomar,"R. Central de Gens 951, 4515-117 Foz do Sousa, Portugal",22 450 3340,4.7,233,nao,
O Forno,Pastelaria,Valongo,"R. Taralhão 408, 4420 S. Cosme, Portugal",22 464 5004,4.4,257,nao,
Coutinhos confeitaria,Pastelaria,Gondomar,"R. 25 de Abril 347, 4420-357 Gondomar, Portugal",22 483 3146,4.2,370,nao,
Forninho de Fânzeres,Pastelaria,Gondomar,"R. Guerra Junqueiro n°18, 4510-575 Fânzeres, Portugal",22 012 8570,4.2,476,nao,
Pão Club,Pastelaria,Gondomar,"Av. Carvalha 648, 4510-518 Fânzeres, Portugal",22 488 2489,4.2,517,nao,
Padaria Bom Pão,Pastelaria,Vila Nova de Gaia,"R. Dr. Joaquim Manuel Costa 449, 4420-438 Valbom, Portugal",22 018 9067,4.3,534,nao,
Gondodoce,Pastelaria,Valongo,"Tv. Adelino Amaro da Costa 757, 4420-004 S. Cosme, Portugal",963 036 605,4.1,694,nao,
Cantinho da Avenida,Pastelaria,Gondomar,"Av. 25 de Abril 74, 4420-065 Gondomar, Portugal",22 405 5966,4.2,754,nao,
Gondodoce 3 - Sete Caminhos,Pastelaria,Valongo,"4420 S. Cosme, Portugal",22 463 2129,4.1,2254,nao,
A Fornada,Pastelaria,Valongo,"R. Visc. Oliveira do Paço 345, 4440-708 Valongo, Portugal",918 151 050,4.6,22,nao,
Pao Quente Artesanal,Pastelaria,Valongo,"R. Vale da Pinha, 4440-703 Valongo, Portugal",,4.2,43,nao,
Café Vallis Park,Pastelaria,Valongo,"R. da Passagem, 4440-452 Valongo, Portugal",22 019 7045,4.6,61,nao,
Biscoitaria Valonguense,Pastelaria,Valongo,"R. Dr. Cândido 11-13, 4440-641 Valongo, Portugal",22 422 0073,4.3,65,nao,
"A Rota Dos Doces-indústria De Pastelaria, Lda.",Pastelaria,Porto,"R. do Penido 97, 4440-358 Caminho Novo, Portugal",22 415 4266,4.6,76,nao,
Confeitaria Lolitana,Pastelaria,Valongo,"Av. 25 de Abril 469, 4440-502 Valongo, Portugal",22 422 0884,4.7,83,nao,
"Cafe Vale ,Unidos, Lda",Pastelaria,Valongo,"Av. 5 de Outubro 43, 4440-503 Valongo, Portugal",22 422 2957,3.9,107,nao,
Trigo Longo,Pastelaria,Valongo,"R. da Passagem 666, 4440-521 Valongo, Portugal",22 422 1101,4.5,115,nao,
Padaria Irmãos Moreira,Pastelaria,Valongo,"R. Dias Oliveira 97, 4440-452 Valongo, Portugal",22 422 0050,4.8,118,nao,
Casa dos Croissants.come Valongo,Pastelaria,Valongo,"R. da Passagem 644, 4440-452 Valongo, Portugal",22 018 9504,4.3,124,nao,
"Fabrica Pastelaria Catinuno, Lda.",Pastelaria,Valongo,"R. do Pinheiro 352, 4445-416 Ermesinde, Portugal",22 973 6633,4.4,151,nao,
Padaria do Susão,Pastelaria,Valongo,"R. Padre Miguel Paupério do Vale 40, 4440-687 Valongo, Portugal",22 422 0339,4.6,155,nao,
Pão Quente São Cosme,Pastelaria,Valongo,"R. Novais Cunha 369, 4420-223 S. Cosme, Portugal",22 971 0337,4.7,212,nao,
